danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.5281328464119999, 0.7032989430078311]","[0.51553603859982, 0.8132162576652597]","[-9.15900482620065, -4.228060560205212]","[0.025756228433097626, 0.11990443419241326]","[0.0484826142706655, 0.4149984465881359]","[0.1429721111493001, 0.2261467494832751]","[0.38761023022936925, 0.6701426171966421]","[113.85724060225333, 131.73637326842538]","[-0.10127136210321425, 0.21152275782965352]"
