mbti,danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
ESTJ,0.7322000000000002,0.72598,-5.408520000000001,0.114364,0.10235578,0.183222,0.5941,125.42072000000002,0.0068074118
ESTJ,0.65294,0.6718000000000001,-6.89996,0.0682879999999999,0.2651978,0.172018,0.5683799999999999,129.65606,0.0725011566
ESTJ,0.7168800000000001,0.63622,-6.279680000000001,0.1925199999999999,0.176027,0.225598,0.3978859999999999,127.14806,0.0017612336
ESTJ,0.7399,0.61672,-6.931959999999999,0.254786,0.06732542,0.197816,0.451016,124.97822000000002,9.146e-07
ESTJ,0.64924,0.65716,-5.876,0.1101559999999999,0.1999248,0.200762,0.506966,122.35808000000002,0.0310181646
ESTJ,0.5277777777777778,0.7619444444444445,-3.8906111111111112,0.0810222222222222,0.2158744444444444,0.1610611111111111,0.3889527777777778,136.60844444444444,0.0237600033333333
ESTJ,0.63164,0.6851400000000001,-5.44826,0.0938539999999999,0.17133978,0.20095,0.46338,130.55926,0.0011413608
ESTJ,0.6174242424242424,0.6196666666666666,-6.542909090909091,0.175069696969697,0.3123087878787879,0.1442484848484848,0.4008575757575758,108.06763636363635,1.5701515151515153e-05
ESTJ,0.6867428571428572,0.6125714285714287,-6.879885714285715,0.0703657142857143,0.3453808571428571,0.1627171428571429,0.6186571428571428,131.51568571428572,0.0041680142857142
ESTJ,0.346,0.8816600000000001,-4.431900000000001,0.0834439999999999,0.003160436,0.134478,0.4160199999999999,132.34462000000002,0.0376517996
ESTJ,0.67926,0.6861400000000002,-6.393719999999999,0.108356,0.1600792,0.1938879999999999,0.5260760000000001,126.55476,0.0161472002
ESTJ,0.2588888888888889,0.0711492592592592,-17.100296296296296,0.0385481481481481,0.9654444444444444,0.1146407407407407,0.2206592592592592,107.17192592592592,0.8201592592592591
ESTJ,0.71986,0.71906,-5.48568,0.134582,0.2475962,0.172842,0.59554,130.14448000000002,0.0166371734
ESTJ,0.58225,0.363212375,-17.086937499999998,0.071559375,0.3421475406249999,0.167746875,0.2348593749999999,120.94174999999998,0.79985625
ESTJ,0.7070000000000001,0.6534,-6.461150000000001,0.045375,0.3212345,0.182845,0.8343999999999999,131.7316,0.0073936539999999
ESTJ,0.7015999999999998,0.7058800000000001,-10.82102,0.0749919999999999,0.2104323,0.141786,0.263004,127.549,0.8456973999999999
ESTJ,0.6524800000000001,0.6779,-5.937379999999999,0.117876,0.14883516,0.19667,0.4801339999999999,127.57528000000002,0.0202757375999999
ESTJ,0.79392,0.68548,-6.36986,0.181562,0.3663035999999999,0.126408,0.58136,131.42824,0.0055919408
ESTJ,0.6993055555555556,0.71675,-6.09288888888889,0.0859694444444444,0.1217426222222222,0.2257472222222222,0.5510833333333333,116.77933333333333,0.0419112302777777
ESTJ,0.72742,0.62456,-6.48012,0.1817059999999999,0.2488969999999999,0.185058,0.5347419999999999,105.88076,0.0020393734
ESTJ,0.7163636363636363,0.7274545454545454,-5.571696969696969,0.0993878787878787,0.0767637878787878,0.1890454545454545,0.5604848484848486,118.70481818181815,0.00020096
ESTJ,0.5486666666666667,0.7864242424242424,-7.109393939393939,0.0989151515151515,0.0868198124242424,0.2007848484848484,0.3010606060606061,124.96800000000002,0.4704904236363637
ESTJ,0.6569090909090909,0.7526818181818181,-5.517499999999999,0.0732863636363636,0.1563340681818181,0.2022499999999999,0.6065454545454546,127.5244090909091,0.0005987436363636
ESTJ,0.65538,0.67984,-6.525479999999999,0.074088,0.1879334999999999,0.2234599999999999,0.528552,124.32474000000002,0.0361702759999999
ESTJ,0.6691836734693878,0.6961020408163265,-5.484653061224489,0.070704081632653,0.1835496428571428,0.1440816326530612,0.5373877551020408,118.184,0.0016673614285714
ESTJ,0.6616666666666666,0.6657777777777778,-6.301833333333334,0.0759,0.1139383333333333,0.1489166666666666,0.5239388888888888,134.23744444444444,0.0003643527777777
ESTJ,0.6345777777777778,0.5906066666666666,-6.799822222222223,0.0903777777777777,0.2460704444444444,0.1685333333333333,0.4648422222222222,121.87115555555556,0.0231175235555555
ESTJ,0.67946,0.6989399999999999,-5.7194,0.103704,0.13746094,0.168244,0.4784219999999999,128.01692,0.0138172888
ESTJ,0.7852352941176469,0.6443823529411765,-5.779441176470589,0.1378617647058823,0.1742526470588235,0.1894235294117647,0.5583823529411766,123.73932352941176,0.0003248035294117
ESTJ,0.6186,0.7365199999999998,-5.944899999999999,0.0682099999999999,0.14499562,0.176246,0.555262,120.85322000000002,0.006591116
ESTJ,0.6637599999999999,0.62092,-8.47232,0.076908,0.3440908,0.194732,0.66604,124.71716,0.1525156648
ESTJ,0.68052,0.54944,-8.06218,0.089116,0.3909418,0.157078,0.5967600000000001,107.44846,0.0519798218
ESTJ,0.6289999999999999,0.6782727272727272,-6.378,0.0851030303030302,0.1440793636363636,0.2180818181818182,0.5296666666666666,126.56396969696968,0.0987346348484848
ESTJ,0.6736,0.7121,-5.413679999999999,0.100092,0.13504396,0.177084,0.55816,117.46414,0.0059288196
ESTJ,0.7302599999999999,0.81232,-3.41036,0.130254,0.1092443999999999,0.192232,0.62688,123.198,0.0010960604
ESTJ,0.6919339999999998,0.6865920000000001,-6.539020000000001,0.162992,0.2540889488,0.242278,0.621688,119.1535,0.028276956
ESTJ,0.64968,0.69526,-6.02598,0.090172,0.13468592,0.208486,0.5547719999999999,121.63084,0.0119787534
ESTJ,0.6157,0.6158,-7.08822,0.0947139999999999,0.2571367999999999,0.19305,0.440894,113.1446,0.0054459858
ESTJ,0.7640199999999999,0.7510800000000001,-5.617380000000001,0.149414,0.11737736,0.179004,0.60445,126.05778,0.0042613632
ESTJ,0.7116800000000001,0.82058,-3.39984,0.0838599999999999,0.1042734,0.220048,0.64048,124.55986,0.0003416232
ESTJ,0.6082000000000001,0.6426000000000001,-7.516800000000001,0.09824,0.36302,0.211,0.5558,130.5872,0.000745834
ESTJ,0.65908,0.6694,-6.628280000000001,0.0840559999999999,0.1730557,0.1942439999999999,0.539252,121.42106,0.0123757056
ESTJ,0.7247999999999999,0.65978,-5.849319999999999,0.248168,0.1374669999999999,0.235558,0.5088520000000001,130.24468000000002,0.0007487692
ESTJ,0.63164,0.6851400000000001,-5.44826,0.0938539999999999,0.17133978,0.20095,0.46338,130.55926,0.0011413608
ESTJ,0.68548,0.6843800000000002,-5.722899999999999,0.072852,0.11567609,0.16237,0.56156,120.26764,0.0037525989999999
ESTJ,0.509375,0.7490625,-6.386,0.06391875,0.077301,0.16899375,0.44310625,133.3203125,0.126149155625
ESTJ,0.6672916666666667,0.718125,-5.218125,0.1021083333333333,0.15966854,0.1977333333333333,0.5569999999999999,122.41854166666668,0.0422039270833333
ESTJ,0.60408,0.74374,-6.0778,0.1205,0.15556082,0.2083439999999999,0.586336,125.30544000000002,0.0039015239999999
ESTJ,0.6529375,0.601375,-6.480375,0.0972375,0.48012125,0.14011875,0.49525,115.3576875,0.12077654125
ESTJ,0.54428,0.5257,-8.120659999999999,0.042374,0.399581806,0.170706,0.4639000000000001,125.44332,0.0185365586
ESTJ,0.72466,0.6820599999999999,-5.72348,0.1105879999999999,0.1420939199999999,0.184378,0.57232,122.04764,0.0168542964
ESTJ,0.6331176470588236,0.7609705882352941,-5.5005,0.0913705882352941,0.1128281470588235,0.1877058823529412,0.5737441176470589,128.07676470588237,0.0214773694117647
ESTJ,0.64578,0.67148,-5.98162,0.107088,0.16575928,0.161394,0.512788,127.43819999999998,0.0102112056
ESTJ,0.6382727272727272,0.6568484848484848,-6.393969696969696,0.0948818181818181,0.2400478181818181,0.1825060606060606,0.4616242424242424,118.7239393939394,0.0046116512121212
ESTJ,0.65164,0.696,-5.956,0.091,0.1950013599999999,0.191586,0.557952,127.6507,0.0280373328
ESTJ,0.60854,0.59004,-7.65986,0.0826239999999999,0.35513887,0.2056839999999999,0.516046,120.9979,0.0364567326
ESTJ,0.54824,0.72594,-6.003659999999999,0.089842,0.1537181,0.1929179999999999,0.518756,122.79374,0.0023217888
ESTJ,0.70418,0.6946800000000001,-5.441459999999999,0.098688,0.18365928,0.1673239999999999,0.5648399999999999,131.51319999999998,0.0051587782
ESTJ,0.711388888888889,0.7548888888888889,-4.893111111111112,0.1135277777777777,0.1254032222222222,0.2527777777777777,0.5842777777777778,124.08311111111112,0.0136608605555555
ESTJ,0.6529600000000001,0.76988,-4.815040000000001,0.0909979999999999,0.0941315999999999,0.1580999999999999,0.59618,121.03343999999998,0.0178692102
ESTJ,0.6083157894736843,0.6211578947368421,-6.688947368421052,0.0643447368421052,0.1337290263157894,0.1308421052631578,0.3876368421052631,116.24676315789476,0.0125170631578947
ESTJ,0.4282068965517241,0.3713344827586207,-13.487551724137932,0.0383724137931034,0.690748275862069,0.1344448275862068,0.2380862068965517,108.00879310344828,0.6742681558620689
ESTJ,0.67438,0.7360000000000001,-5.0743,0.109768,0.099226,0.219352,0.54374,127.1876,0.0187802415999999
ESTJ,0.4923333333333333,0.6856190476190476,-6.260333333333333,0.0357666666666666,0.1046543333333333,0.2082571428571428,0.3485761904761905,120.13980952380952,0.0049196342857142
ESTJ,0.6304285714285714,0.6910476190476191,-5.686714285714286,0.0874142857142857,0.1681928571428571,0.2195809523809523,0.5585857142857142,121.73771428571428,0.0026466514285714
ESTJ,0.5974285714285713,0.4012857142857143,-8.236642857142858,0.0508833333333333,0.638752380952381,0.1361428571428571,0.4359047619047619,119.28983333333332,0.009734505
ESTJ,0.6353076923076924,0.7046153846153846,-6.545461538461539,0.0991461538461538,0.2136306153846154,0.2117307692307692,0.5159461538461538,125.85707692307692,0.0125057476923076
ESTJ,0.6613000000000001,0.7274600000000001,-5.719639999999999,0.102974,0.130737804,0.181058,0.5466779999999999,126.59302,0.0267574968
ESTJ,0.6030800000000001,0.63554,-6.90436,0.1011339999999999,0.1538836448,0.2257299999999999,0.378938,121.69218,0.0708356888
