danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.4601421174933137, 0.6754849431418443]","[0.4591551561867765, 0.8046378207219421]","[-10.7289148476114, -4.115469590863745]","[0.03157846999496277, 0.12446778330976999]","[0.022399277552514585, 0.46579331618560105]","[0.1360409872604155, 0.22025912146841373]","[0.2904260383355049, 0.5618065151916343]","[112.75155995997092, 132.7931403672353]","[-0.10167445195159845, 0.34851169135452476]"
