genres,acousticness_mean,danceability_mean,energy_mean,instrumentalness_mean,liveness_mean,loudness_mean,speechiness_mean,tempo_mean,valence_mean
classic latvian pop,0.7256666666666667,0.2766666666666667,0.3986666666666666,5.031e-05,0.0931333333333333,-9.666666666666666,0.0315,89.05833333333334,0.2449333333333333
classic mandopop,0.5573232458260299,0.5410279549079005,0.4284496524615399,0.0019115397026023,0.2214779623831166,-11.029953765972552,0.0352891812126839,112.71692043130962,0.3666388732293449
classic norwegian pop,0.37015,0.5045,0.6305,0.00013228,0.1167,-9.1305,0.0568,162.89450000000005,0.722
classic opm,0.5558539792563314,0.4944906251524911,0.3941109101888449,0.0039981594449494,0.1987396306665691,-12.189350227150731,0.036900793801542,125.01041554683306,0.3956559086639342
classic pakistani pop,0.7818773814084652,0.5344368118120499,0.4024799088949013,0.173846903714329,0.2119298462071032,-11.21071245165416,0.0774323905905539,108.07832690439776,0.6448534645056043
classic persian pop,0.7216739130434783,0.4812652173913044,0.4392086956521738,0.0259303308695652,0.2011065217391304,-10.00042608695652,0.0763608695652174,120.4569456521739,0.5437282608695653
classic peruvian pop,0.6624107142857143,0.6254508928571428,0.601017857142857,0.0011742211607142,0.2150553571428572,-10.995178571428571,0.0747955357142857,146.54279464285716,0.7961874999999999
classic polish pop,0.5916666666666667,0.6066666666666666,0.4596666666666666,0.0019866666666666,0.1073,-11.691166666666668,0.0409999999999999,113.90766666666666,0.6869999999999999
classic praise,0.5878101388888889,0.3662024305555557,0.3059399305555554,0.001295971375,0.2160784027777778,-14.354713541666666,0.0351664236111111,108.18847361111112,0.3031649305555555
classic psychedelic rock,0.25498125,0.333875,0.533875,0.075028775,0.121375,-10.315625,0.041925,141.4245,0.297375
classic punjabi pop,0.5857666666666667,0.6649999999999999,0.5286666666666667,0.017877,0.2733333333333333,-7.070999999999999,0.0694999999999999,115.885,0.735
