danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.46527621422909604, 0.6708306880349673]","[0.39463640963185376, 0.7481862056552986]","[-11.19418972850749, -4.641245808167678]","[0.016665193592036054, 0.12016226468589825]","[0.10937452682997179, 0.5830382761777815]","[0.12888532074747552, 0.20613239702293149]","[0.28802819078248976, 0.5626347870682482]","[110.21078707798299, 130.25110558482723]","[-0.0855501180154158, 0.2630714575281698]"
