danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.4803553018703616, 0.663588275769395]","[0.48135106687135276, 0.785137941858921]","[-10.73521782636582, -4.527926062310003]","[0.03608291475387212, 0.11274110222713613]","[0.05656660733755495, 0.4361411431066704]","[0.14189026136065164, 0.21755871656148507]","[0.32435249790810383, 0.5736295831850919]","[113.43986695079566, 131.97539733639732]","[-0.06364832923977726, 0.33983816368512343]"
