danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.4603867551016595, 0.6593478710608521]","[0.37891861616372546, 0.7138080540624512]","[-11.712588095919847, -4.844050411917069]","[0.03247102910966177, 0.08894835400145096]","[0.15983873973869658, 0.6158780131954978]","[0.12683130551156263, 0.21200304593199942]","[0.2804874637641869, 0.5648231355267488]","[110.76969645971448, 131.64500795472247]","[-0.10182045679387444, 0.25871513237451593]"
