danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.535109361815054, 0.7335625648795645]","[0.5544671939912155, 0.804891830201221]","[-9.124450040036397, -3.6433517499072354]","[0.050644252194908014, 0.150352055044652]","[0.022096932084848697, 0.33853109196472303]","[0.14042355660142303, 0.23472003870796732]","[0.3773471005062387, 0.6180859333741451]","[114.13295983293033, 132.059825811642]","[-0.09464073845849255, 0.2004293037546457]"
