danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.5012609370759895, 0.701386015420294]","[0.49613381212195445, 0.7723066076837184]","[-9.778429348581597, -4.139193923667207]","[0.02047450755950922, 0.12352808206212443]","[0.07172973598813975, 0.466157830709828]","[0.09560415071368084, 0.2603951613366694]","[0.34457624932904934, 0.6617188134441969]","[112.32231541672829, 131.59355257603312]","[-0.08007304841940416, 0.16738450284569373]"
