danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.48633861802813294, 0.6925028839153059]","[0.4443175902392254, 0.7864611419646594]","[-10.61549249345634, -4.121078696878107]","[0.030108794989839656, 0.11176481876224503]","[0.04308384121151093, 0.5131758552217829]","[0.12980328019896395, 0.21499119049267604]","[0.3316836217311561, 0.6259591879190998]","[110.98293326235338, 133.4582822420227]","[-0.12455765172279958, 0.24104642562857442]"
