mbti,danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
ISTP,0.64622,0.6658399999999999,-6.3833400000000005,0.106846,0.1673433,0.192318,0.48668,121.80674,0.0523917664
ISTP,0.50848,0.4857060000000001,-10.66496,0.041052,0.39939018,0.131852,0.46448,126.55178,0.0132421661999999
ISTP,0.61174,0.61298,-7.59908,0.0768939999999999,0.20714856,0.188574,0.466408,118.79872,0.0342186003999999
ISTP,0.641265306122449,0.6638571428571429,-6.14104081632653,0.0976857142857142,0.163353393877551,0.1899979591836734,0.5031530612244898,118.1732857142857,0.0652339704081632
ISTP,0.72096,0.7567400000000001,-7.07772,0.238272,0.07171926,0.236836,0.3311699999999999,121.10032,0.1117650271999999
ISTP,0.58878,0.63574,-7.41494,0.091866,0.2603194,0.210718,0.4431979999999999,123.91185999999998,0.1171624534
ISTP,0.5864,0.7602599999999999,-5.989639999999998,0.114378,0.1100841619999999,0.189716,0.6203799999999999,130.24194,0.128296394
ISTP,0.6091599999999999,0.6904600000000001,-7.321180000000001,0.038064,0.1957885999999999,0.210016,0.64094,124.4442,0.0015845394
ISTP,0.63576,0.6115999999999999,-6.82478,0.077782,0.2268360999999999,0.1872639999999999,0.465126,122.80295999999998,0.0259251184
ISTP,0.4497206896551724,0.657755172413793,-8.765172413793104,0.0394448275862068,0.2149097365517241,0.166103448275862,0.2890448275862068,125.05258620689656,0.4502172413793103
ISTP,0.4617555555555556,0.5531288888888889,-11.931533333333332,0.0690288888888888,0.3377627133333333,0.1941533333333333,0.4313688888888889,119.5022,0.2347613491111111
ISTP,0.62174,0.68274,-6.7835,0.0583559999999999,0.0880146099999999,0.189286,0.559498,124.13254,0.0881721208
ISTP,0.66526,0.68814,-6.100639999999999,0.131586,0.12121826,0.178108,0.5589799999999999,127.2217,0.0366199777999999
ISTP,0.3487733333333332,0.5462466666666667,-11.956533333333336,0.13116,0.3303733333333333,0.1737733333333333,0.1760866666666666,107.7046,0.54859702
ISTP,0.5743142857142858,0.7067999999999999,-7.079228571428572,0.0953885714285714,0.2216791571428571,0.1819085714285714,0.5468828571428573,125.4938,0.0748645982857142
ISTP,0.5930799999999999,0.390272,-10.65934,0.109666,0.5450166,0.161446,0.259356,119.19374000000003,0.07060545
ISTP,0.604468085106383,0.6868510638297873,-6.450063829787235,0.0864191489361702,0.1071807029787234,0.1980148936170213,0.4980425531914892,124.2818085106383,0.0611740093617021
ISTP,0.64708,0.668442,-7.294340000000001,0.110178,0.1055786456,0.229868,0.42847,128.92116,0.1316819362
ISTP,0.6074,0.6537240000000001,-7.06466,0.072296,0.18297796,0.21288,0.5638400000000001,120.45802,0.136326526
ISTP,0.69774,0.7425800000000001,-7.0845,0.056086,0.12756446,0.157184,0.3982,138.62591999999998,0.7910999999999998
ISTP,0.59352,0.7464399999999999,-6.94004,0.074966,0.141397054,0.16406,0.6596599999999999,128.213,0.035100537
ISTP,0.6529200000000001,0.70196,-6.496180000000001,0.1023439999999999,0.197314828,0.209462,0.5515019999999999,122.08276,0.162606646
ISTP,0.61622,0.66098,-6.16038,0.079096,0.146806552,0.199956,0.4588019999999999,123.42424,0.0419136673999999
ISTP,0.61992,0.53902,-7.223520000000001,0.0698059999999999,0.5596260000000001,0.1617759999999999,0.437588,117.01632,0.027807103
ISTP,0.58644,0.587888,-7.6276,0.06986,0.2228499999999999,0.161496,0.45332,117.7898,0.1313550258
ISTP,0.4923043478260869,0.8515652173913044,-5.679782608695652,0.0921521739130434,0.0629597297826086,0.2715869565217391,0.4045521739130435,135.8544130434783,0.3825780941304348
ISTP,0.5921400000000001,0.6251200000000001,-7.36112,0.185972,0.2450504,0.232894,0.447206,119.51796000000002,0.022541712
ISTP,0.6399767441860466,0.6664651162790698,-6.326790697674418,0.0953023255813953,0.1477653720930232,0.2010511627906977,0.5060465116279069,123.37006976744183,0.0670610453488372
ISTP,0.5017272727272727,0.71025,-5.769000000000001,0.059290909090909,0.1067099522727272,0.1788977272727272,0.4300818181818182,128.73118181818182,0.0118056502272727
ISTP,0.63068,0.65474,-6.3469,0.0935979999999999,0.17253712,0.201624,0.4918840000000001,115.95106,0.0368405865999999
ISTP,0.59434,0.81558,-4.8954,0.105372,0.077237164,0.261688,0.474794,125.05762,0.0392143454
ISTP,0.6337600000000001,0.62916,-7.951119999999999,0.071816,0.18291532,0.207248,0.501924,121.65512,0.2663021075999999
ISTP,0.69372,0.5438600000000001,-7.43552,0.106876,0.2730048,0.1619719999999999,0.476432,120.5472,0.0022602166
ISTP,0.6671,0.6862600000000001,-6.811459999999999,0.0864819999999999,0.1472075379999999,0.19527,0.5029480000000001,121.15066,0.2816099683999999
ISTP,0.5244,0.70524,-7.965999999999999,0.040222,0.1398482159999999,0.155414,0.5451199999999999,128.49777999999998,0.1258461387999999
ISTP,0.6017,0.4749,-7.670750000000001,0.0539599999999999,0.43944,0.1928949999999999,0.458,113.67755,0.0003298075
ISTP,0.593125,0.6846666666666666,-6.014500000000001,0.0635895833333333,0.1760527916666666,0.2336166666666666,0.5019416666666667,119.6289375,0.0577146993749999
ISTP,0.6523400000000001,0.75228,-5.6108400000000005,0.117774,0.089400682,0.240142,0.5742,127.80410000000002,0.0769439547999999
ISTP,0.61338,0.7367000000000001,-6.328539999999999,0.10291,0.232383606,0.232824,0.5849599999999999,125.29742,0.0729634584
ISTP,0.69788,0.7977999999999998,-3.65078,0.0976239999999999,0.093098,0.197316,0.5980200000000001,118.52942,0.0029881284
ISTP,0.63606,0.67048,-7.24032,0.098234,0.131965106,0.206656,0.490476,121.05788,0.1641685288
ISTP,0.59722,0.5686800000000001,-7.18742,0.075242,0.3620551919999999,0.218142,0.478598,130.73474,0.0460827508
ISTP,0.5015405405405405,0.7606216216216216,-7.121783783783783,0.0843459459459459,0.1142164286486486,0.2199702702702702,0.5485945945945947,127.26643243243244,0.1681700881081081
ISTP,0.6023,0.6552800000000001,-6.33784,0.081072,0.2059712319999999,0.1846299999999999,0.50206,131.17352,0.026826666
ISTP,0.5824374999999999,0.5827500000000001,-7.842874999999999,0.06688125,0.31477375,0.17809375,0.440975,107.078125,0.0082270625
ISTP,0.7029999999999998,0.6384166666666666,-6.204083333333333,0.1332166666666666,0.2922416666666667,0.2058583333333333,0.5321666666666666,105.213,0.0001304125
ISTP,0.6163000000000001,0.476456,-8.457220000000001,0.09971,0.396736,0.171338,0.3372659999999999,118.03383999999998,0.0078357706
ISTP,0.5241,0.49124,-9.58552,0.062244,0.4063689399999999,0.1674319999999999,0.364752,119.9013,0.1629030145999999
ISTP,0.6630800000000001,0.62558,-7.3576,0.168576,0.2613424,0.2066519999999999,0.4522679999999999,126.26752,0.0151784412
ISTP,0.51684,0.78474,-5.184960000000001,0.067642,0.065894192,0.188572,0.5491380000000001,130.736,0.069056643
ISTP,0.6529600000000001,0.67774,-5.966520000000002,0.08311,0.1599102,0.174918,0.5102819999999999,118.60612,0.003481591
ISTP,0.6055799999999999,0.60394,-8.064380000000002,0.0709299999999999,0.29616614,0.193262,0.52852,125.4339,0.036611743
ISTP,0.6628200000000001,0.7460799999999999,-5.398340000000001,0.12256,0.11206058,0.217566,0.55256,118.92204,0.1029226427999999
ISTP,0.57168,0.7269200000000001,-6.7471000000000005,0.103992,0.167426687,0.158844,0.556698,130.48344,0.1288669978
ISTP,0.57318,0.4715259999999999,-9.227060000000002,0.0765,0.43883308,0.163002,0.3724999999999999,109.61366,0.1022574231999999
ISTP,0.5323599999999999,0.77742,-5.691699999999998,0.07166,0.047618702,0.179356,0.5629379999999999,123.50335999999996,0.0511592624
ISTP,0.657357142857143,0.7160000000000001,-5.469821428571429,0.1037071428571428,0.1232126964285714,0.2040285714285714,0.5195,123.33514285714286,0.0493333332142857
ISTP,0.6417,0.70832,-6.341960000000001,0.097592,0.095372288,0.209344,0.5212559999999999,124.20758,0.0840252535999999
ISTP,0.59538,0.3207399999999999,-12.63666,0.126966,0.6589740000000001,0.136386,0.29278,117.82456,0.1143434646
ISTP,0.6674,0.696124,-6.45166,0.108182,0.161876612,0.177874,0.5617319999999999,117.82378,0.0292017984
ISTP,0.711,0.7164736842105263,-5.811736842105264,0.1357368421052631,0.1128384210526315,0.1519631578947368,0.6217368421052631,127.38226315789473,0.0072084331578947
ISTP,0.5472400000000001,0.7815999999999999,-6.20946,0.064136,0.1205298819999999,0.2086599999999999,0.5503979999999999,124.85342000000004,0.2051253342
ISTP,0.5577058823529412,0.6598823529411766,-7.272058823529411,0.0645294117647058,0.2788323529411765,0.212035294117647,0.5491941176470588,139.7665882352941,0.3079629823529412
ISTP,0.61012,0.63804,-6.671760000000001,0.087388,0.12664964,0.16999,0.42788,119.46078,0.0003390496
