danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.530259578989686, 0.747840683601388]","[0.5454821432363706, 0.835328187590695]","[-8.788862649601189, -3.7666605816847327]","[0.04459458712668313, 0.12034291215490628]","[0.011252465095833247, 0.36439300331275504]","[0.14099038517080476, 0.2354905686431713]","[0.41078833445652463, 0.6970463189932474]","[113.66176474988761, 132.44071516309236]","[-0.08809687202762459, 0.1687590531147329]"
