danceability_mean,energy_mean,loudness_mean,speechiness_mean,acousticness_mean,liveness_mean,valence_mean,tempo_mean,instrumentalness_mean
"[0.4477576698719525, 0.679620508704842]","[0.40449672413282617, 0.7666684707904012]","[-12.290763901619991, -3.934571409994751]","[0.02965098140105156, 0.10161094769607694]","[0.07423167415151266, 0.5513092508613999]","[0.12731607922958693, 0.21698277689250983]","[0.2922673006323008, 0.5940847020365538]","[109.18132708290881, 132.8949414331073]","[-0.10387200924074358, 0.3206181460661365]"
